 solution    sample_size mean    stdev
(2, 8, 20, 26, 31, 32, 34, 44, )
 4000  2778.334212  0.216698

(8, 24, 26, 31, 32, 34, 44, )
 31  2787.700790  2.846589

(2, 8, 20, 24, 26, 32, 34, 44, )
 10  2797.679190  3.449831

(2, 8, 20, 26, 31, 34, 38, 44, )
 259  2840.304524  0.877506

(2, 8, 26, 31, 32, 34, 44, )
 4034  2778.570433  0.217349

(8, 13, 20, 26, 31, 32, 34, 44, )
 10  2801.138607  2.603416

(2, 3, 8, 20, 26, 32, 34, 44, )
 31  2793.134731  2.552247

(2, 3, 8, 20, 26, 32, 34, )
 29  2786.590039  2.336537

(8, 20, 26, 31, 32, 34, 44, )
 92  2783.840287  1.354622

(2, 8, 10, 20, 26, 31, 32, 34, )
 90  2781.428095  1.490667

(2, 8, 10, 26, 31, 32, 34, )
 390  2781.358869  0.739866

(8, 10, 20, 26, 31, 32, 34, )
 10  2788.888301  2.614773

(2, 8, 10, 26, 31, 32, 34, 44, )
 10  2819.310739  5.201575

(2, 8, 10, 24, 26, 31, 32, 34, )
 16  2790.273660  3.754928

(3, 8, 26, 31, 32, 34, )
 10  2805.878539  3.218980

(8, 20, 24, 26, 31, 32, 34, 44, )
 30  2790.501345  2.561375

(8, 10, 28, 31, 34, )
 10  2809.436983  3.174586

(8, 26, 31, 32, 34, 44, )
 164  2782.433126  1.065897

(2, 8, 10, 20, 24, 26, 31, 34, )
 16  2794.818445  3.469165

(2, 3, 8, 20, 24, 26, 32, 34, 44, )
 10  2803.932828  2.939349

(2, 8, 9, 26, 31, 32, 34, 44, )
 221  2781.348377  0.957736

(2, 8, 10, 13, 26, 32, 34, 44, )
 261  2861.124467  0.871131

(2, 8, 13, 20, 24, 26, 31, 34, 44, )
 10  2817.441002  4.449492

(8, 10, 20, 26, 31, 34, 44, )
 10  2855.258157  3.350287

