 solution    sample_size mean    stdev
(23, 26, 31, 34, 44, 46, 49, )
 12000  2628.359490  0.835029

(3, 8, 23, 26, 34, )
 10  2720.441421  24.185317

(10, 23, 26, 31, 34, 46, 49, )
 11162  2630.439383  0.870028

(20, 23, 26, 31, 34, 44, 49, )
 4021  2631.574356  1.485348

(20, 23, 26, 31, 34, 44, 45, 49, )
 209  2643.177157  5.977419

(8, 23, 26, 31, 34, 44, 46, 49, )
 1032  2634.782848  2.671676

(10, 23, 26, 34, 46, 49, )
 509  2650.191663  4.143950

(9, 23, 26, 31, 34, 44, 49, )
 112  2654.403391  9.324629

(10, 20, 23, 26, 31, 34, 44, 49, )
 66  2668.013910  10.793165

(10, 20, 23, 26, 31, 34, 46, 49, )
 1284  2633.987968  2.520647

(10, 23, 26, 31, 34, 46, 47, 49, )
 445  2638.718463  4.208671

(20, 23, 26, 31, 34, 44, 45, )
 15  2703.213583  24.726824

(20, 23, 26, 31, 34, 44, 46, 47, 49, )
 614  2638.720476  3.652434

(10, 20, 23, 26, 31, 34, 46, 47, 49, )
 337  2640.282218  4.938750

(3, 8, 20, 23, 26, 34, 49, )
 889  2636.457453  3.048556

(8, 10, 23, 26, 31, 34, 46, 49, )
 189  2644.570617  6.503673

(8, 10, 20, 23, 26, 34, 49, )
 299  2658.225568  5.417432

(8, 20, 23, 26, 31, 34, 44, 49, )
 188  2646.806349  7.133493

(3, 20, 23, 26, 34, 46, )
 143  2652.657251  8.189098

(8, 10, 23, 26, 31, 34, 46, 47, 49, )
 22  2665.769588  14.660600

(3, 8, 20, 23, 26, 34, 45, 49, )
 102  2658.939300  9.005861

(3, 23, 26, 34, 46, 49, )
 2263  2633.683487  1.973146

(20, 23, 26, 31, 34, 44, 46, 49, )
 2602  2632.897260  1.817648

(10, 23, 26, 31, 34, 46, )
 256  2646.289553  6.578166

(20, 23, 26, 31, 34, 44, 45, 46, )
 28  2665.524149  15.291236

(10, 23, 26, 31, 34, 45, 46, 49, )
 548  2638.026767  3.603458
