 solution    sample_size mean    stdev
(5, 7, 9, 11, 13, 21, 23, 26, )
 4000  3218.760916  0.231738

(1, 5, 7, 9, 13, 21, 23, 26, )
 10  3257.083740  6.414786

(1, 5, 6, 7, 9, 11, 13, 20, 23, 26, )
 10  3243.573140  3.275493

(1, 3, 5, 7, 8, 9, 11, 23, 26, )
 23  3229.865530  3.138399

(1, 3, 5, 7, 9, 11, 20, 23, 26, )
 388  3220.587916  0.752504

(1, 5, 7, 8, 9, 11, 13, 23, 26, )
 16  3229.305921  3.341212

(1, 5, 7, 9, 11, 13, 18, 23, 26, )
 138  3225.434685  1.188813

(1, 3, 5, 7, 9, 11, 23, 26, )
 161  3222.793641  1.179013

(1, 5, 7, 9, 11, 13, 20, 23, 26, )
 3846  3219.173807  0.229384

(1, 5, 6, 7, 9, 11, 18, 23, 26, )
 10  3286.763005  4.681323

(1, 3, 5, 7, 9, 23, 26, )
 10  3235.041169  3.643923

(1, 3, 5, 6, 7, 9, 11, 23, 26, )
 10  3251.092118  4.945913

(1, 5, 7, 8, 9, 23, 26, )
 10  3259.613951  6.708339

(1, 5, 7, 9, 11, 13, 23, 26, )
 12  3226.414945  2.882813

(3, 5, 7, 9, 11, 21, 23, 26, )
 11  3228.481890  3.382795

(1, 5, 6, 7, 9, 11, 13, 18, 23, 26, )
 10  3250.921942  2.754018

(1, 3, 5, 7, 9, 11, 18, 23, 26, )
 10  3236.504366  3.074152

(5, 7, 9, 13, 19, 21, 23, 26, )
 23  3227.874794  2.230390

(5, 6, 7, 9, 11, 13, 14, 26, )
 10  3314.421520  3.942104

(1, 5, 7, 9, 11, 13, 17, 19, 21, 23, )
 261  3341.137822  0.891703

(1, 5, 7, 9, 13, 20, 23, 26, )
 10  3234.162623  4.785192

(1, 5, 6, 7, 9, 11, 13, 23, 26, )
 259  3253.496819  0.870860

(5, 6, 7, 9, 13, 21, 26, )
 10  3318.146603  4.420377

