 solution    sample_size mean    stdev
(2, 8, 24, 26, 31, 32, 34, 44, )
 832  2780.820287  3.375403

(2, 8, 20, 26, 31, 32, 34, 44, )
 10000  2772.916431  1.006800

(2, 8, 26, 31, 32, 34, 44, )
 9286  2774.986165  1.050448

(2, 8, 20, 24, 26, 28, 34, 44, )
 29  2817.908219  17.018035

(2, 3, 8, 20, 26, 32, 34, )
 2880  2777.482281  1.931274

(2, 8, 20, 26, 31, 34, 44, )
 183  2798.562045  7.156198

(2, 8, 20, 24, 26, 32, 34, 44, )
 80  2799.032309  10.690936

(2, 8, 20, 24, 26, 31, 32, 34, 44, )
 271  2788.155590  5.542352

(2, 8, 9, 13, 20, 26, 31, 32, 34, 44, )
 27  2832.850866  22.352593

(2, 8, 20, 24, 26, 34, 44, )
 56  2803.933108  12.156972

(2, 8, 20, 25, 26, 31, 32, 34, 44, )
 11  2855.906288  22.386051

(2, 8, 20, 24, 26, 31, 34, 44, )
 145  2791.747465  8.442858

(2, 8, 10, 20, 26, 31, 32, 34, 44, )
 16  2859.608063  18.810710

(2, 8, 13, 24, 26, 31, 34, 44, )
 22  2832.896960  23.179873

(2, 8, 20, 26, 28, 31, 34, 44, )
 63  2806.204496  10.593120

(2, 3, 8, 24, 26, 31, 32, 34, )
 134  2796.849885  9.118226

(2, 8, 9, 10, 13, 20, 26, 28, 34, 44, )
 11  2887.983136  14.439049

(2, 8, 20, 24, 26, 28, 31, 32, 38, 44, )
 14  2889.708575  29.002531

(2, 3, 8, 26, 32, 34, )
 1887  2779.819032  2.369365

(2, 8, 13, 26, 32, 34, 44, )
 62  2807.952843  11.686668

(2, 3, 8, 24, 26, 32, 34, 44, )
 336  2793.082678  5.341858

(2, 8, 23, 24, 26, 32, 34, 44, )
 52  2812.297457  16.001138

(2, 8, 20, 23, 26, 31, 32, 34, 44, )
 3552  2776.354415  1.656957

(2, 3, 8, 26, 31, 32, 34, 44, )
 248  2803.084856  6.788650

(2, 3, 8, 13, 20, 26, 31, 32, 34, )
 40  2820.710409  16.232285

(2, 8, 13, 20, 26, 31, 32, 34, 44, )
 31  2824.639019  19.455978

