 solution    sample_size mean    stdev
(20, 23, 31, 32, 34, 44, 49, )
 403  2633.950638  4.323993

(20, 23, 26, 31, 34, 44, 49, )
 5995  2620.084568  1.164279

(20, 23, 26, 34, 44, 46, 49, )
 333  2633.979925  4.962166

(23, 26, 31, 34, 44, 46, 49, )
 8000  2617.813622  0.984087

(20, 23, 26, 31, 34, 44, 46, 49, )
 3095  2621.062480  1.583167

(23, 26, 31, 34, 44, 46, 47, 49, )
 1030  2624.053512  2.705289

(8, 10, 23, 26, 34, 44, 46, 49, )
 14  2680.457278  19.940702

(23, 26, 31, 34, 44, 45, 46, 49, )
 2455  2621.320514  1.727702

(3, 8, 20, 23, 26, 34, 45, 46, 49, )
 39  2647.463388  12.334510

(20, 23, 26, 31, 34, 44, )
 30  2668.424085  16.275577

(23, 28, 31, 34, 44, 46, )
 102  2642.576532  9.243945

(20, 23, 26, 32, 34, 44, )
 100  2644.565003  10.562434

(20, 23, 26, 31, 34, 44, 45, 49, )
 3755  2620.804341  1.455388

(8, 23, 26, 31, 34, 44, 45, 46, 49, )
 263  2631.203341  5.174907

(23, 26, 31, 34, 44, 46, )
 245  2631.952442  5.915656

(3, 8, 23, 26, 31, 34, 46, )
 17  2685.623272  26.756521

(20, 23, 26, 31, 34, 49, )
 15  2675.368609  20.139294

(8, 20, 23, 26, 31, 34, 44, 49, )
 1397  2625.137907  2.389635

(3, 20, 23, 26, 34, 46, )
 15  2686.303097  23.317437

(3, 20, 23, 26, 34, )
 244  2632.537664  5.926316

(8, 23, 26, 34, 44, )
 10  2719.250916  31.236992

(3, 23, 26, 31, 34, 44, 46, )
 293  2653.306439  5.520334

(8, 23, 26, 31, 34, 44, 46, 49, )
 946  2625.357112  2.866135

(3, 23, 26, 34, 46, )
 469  2629.754737  4.672230

(23, 26, 34, 44, 46, 49, )
 330  2629.131707  4.772325

(3, 8, 12, 23, 32, 34, 44, 46, )
 14  2676.422091  20.266656

