(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(5, 8, 10, 14, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(5, 8, 10, 14, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(5, 8, 10, 14, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )
(2, 5, 8, 10, 20, 23, 24, 26, )

----------------------------------------- Final solution by OCBA method(1-indexed) --------------------------------------

(2, 5, 8, 10, 20, 23, 24, 26, )
