 solution    sample_size mean    stdev
(8, 20, 28, 31, 34, 44, )
 114  2816.259997  10.276979

(8, 20, 26, 31, 32, 34, 44, )
 597  2792.590566  4.759096

(8, 10, 20, 26, 32, 34, )
 62  2814.928349  11.389509

(2, 8, 20, 26, 31, 32, 34, 44, )
 2000  2779.179860  2.404427

(8, 10, 20, 26, 31, 32, 34, )
 93  2796.568812  9.803175

(2, 8, 26, 31, 32, 34, 44, )
 382  2793.271113  5.203246

(8, 26, 31, 32, 34, 44, )
 1393  2788.949884  2.904909

(3, 8, 26, 31, 32, 34, )
 10  2856.844442  26.758961

(3, 8, 13, 26, 31, 32, 34, 44, )
 11  2887.652680  28.217343

(2, 3, 8, 20, 26, 32, 34, )
 421  2798.011097  5.121914

(8, 10, 20, 24, 26, 31, 34, )
 25  2845.837195  26.642258

(2, 8, 10, 20, 26, 32, 34, 44, )
 243  2829.267629  6.920542

(2, 8, 24, 26, 31, 34, 44, )
 319  2796.407640  6.040699

(3, 8, 20, 26, 32, 34, )
 39  2822.378700  15.333507

(2, 8, 10, 26, 31, 32, 34, )
 1686  2785.678528  2.576969

(8, 10, 20, 24, 26, 31, 32, 34, )
 430  2802.546701  5.194290

(2, 8, 28, 31, 34, 44, )
 48  2819.734843  16.505757

(8, 24, 28, 31, 34, 44, )
 38  2803.470758  15.746127

(8, 10, 26, 31, 32, 34, )
 21  2852.419628  27.738714

(2, 3, 8, 10, 24, 26, 31, 32, 34, )
 10  2887.328881  34.425186

(2, 3, 8, 26, 32, 34, 44, )
 27  2817.517145  17.229902

(2, 3, 8, 26, 34, 44, )
 38  2844.882122  20.212693

(2, 3, 8, 32, 34, 44, )
 11  2877.802192  30.491382

(2, 8, 10, 20, 26, 32, 34, )
 231  2799.966339  6.778692

(2, 8, 10, 20, 26, 31, 32, 34, )
 15  2807.962195  22.614423

