 solution    sample_size mean    stdev
(2, 5, 8, 10, 20, 23, 24, 26, )
 2000  3039.871853  2.432907

(2, 3, 5, 8, 10, 14, 23, 24, )
 83  3112.456628  14.268616

(2, 3, 5, 8, 10, 13, 14, 23, 24, )
 26  3192.154498  22.650284

(5, 8, 10, 14, 23, 24, )
 29  3117.627580  24.705110

(5, 8, 14, 23, 24, 26, )
 20  3120.523738  24.703351

(2, 5, 8, 14, 23, 24, 26, )
 144  3121.979399  9.192858

(2, 5, 8, 10, 23, 24, )
 35  3142.859770  18.773137

(5, 8, 10, 14, 20, 23, 24, 26, )
 1699  3047.824425  2.586818

(5, 8, 10, 14, 20, 23, 24, )
 20  3150.183786  21.144690

(2, 3, 5, 8, 10, 14, 23, 24, 26, )
 57  3094.711384  14.956612

(2, 5, 8, 10, 20, 23, 24, )
 120  3081.312589  9.611973

(5, 8, 10, 14, 23, 24, 26, )
 394  3058.844590  5.436978

(2, 5, 8, 10, 11, 20, 23, 24, 26, )
 554  3056.711844  4.312847

(2, 5, 8, 10, 14, 23, 24, 26, )
 38  3089.866169  16.656242

(2, 5, 8, 10, 14, 20, 23, 24, )
 53  3073.579057  14.475302

(2, 3, 5, 8, 10, 23, 24, 26, )
 18  3170.080037  25.219654

(2, 3, 5, 8, 10, 14, 20, 23, 24, 26, )
 134  3083.288112  8.146258

